Evaluation number cache hit rate
301,0.378
302,0.405
303,0.500
304,0.372
305,0.372
306,0.345
307,0.372
308,0.368
309,0.385
310,0.306
311,0.347
312,0.403
313,0.315
314,0.378
315,0.434
316,0.365
317,0.448
318,0.500
319,0.421
320,0.329
321,0.398
322,0.421
323,0.384
324,0.313
325,0.434
326,0.425
327,0.287
328,0.287
329,0.338
330,0.408
331,0.515
332,0.381
333,0.345
334,0.329
335,0.287
336,0.383
337,0.464
338,0.429
339,0.392
340,0.327
341,0.348
342,0.406
343,0.329
344,0.321
345,0.392
346,0.376
347,0.367
348,0.294
349,0.421
350,0.444
351,0.345
352,0.357
353,0.430
354,0.419
355,0.587
356,0.338
357,0.380
358,0.275
359,0.505
360,0.266
361,0.333
362,0.356
363,0.317
364,0.432
365,0.413
366,0.386
367,0.265
368,0.298
369,0.500
370,0.515
371,0.367
372,0.303
373,0.318
374,0.320
375,0.338
376,0.305
377,0.328
378,0.352
379,0.290
380,0.338
381,0.374
382,0.313
383,0.362
384,0.495
385,0.383
386,0.347
387,0.353
388,0.272
389,0.419
390,0.472
391,0.371
392,0.411
393,0.343
394,0.456
395,0.331
396,0.415
397,0.276
398,0.368
399,0.372
400,0.353
401,0.375
402,0.348
403,0.430
404,0.486
405,0.276
406,0.393
407,0.372
408,0.354
409,0.353
410,0.546
411,0.395
412,0.346
413,0.327
414,0.423
415,0.402
416,0.473
417,0.347
418,0.455
419,0.308
420,0.421
421,0.407
422,0.315
423,0.353
424,0.402
425,0.318
426,0.279
427,0.391
428,0.394
429,0.377
430,0.331
431,0.468
432,0.491
433,0.525
434,0.419
435,0.295
436,0.389
437,0.383
438,0.455
439,0.376
440,0.391
441,0.347
442,0.327
443,0.383
444,0.482
445,0.386
446,0.264
447,0.449
448,0.297
449,0.312
450,0.396
451,0.410
452,0.447
453,0.312
454,0.459
455,0.296
456,0.353
457,0.386
458,0.380
459,0.392
460,0.345
461,0.333
462,0.381
463,0.365
464,0.289
465,0.362
466,0.345
467,0.364
468,0.281
469,0.333
470,0.410
471,0.386
472,0.386
473,0.352
474,0.280
475,0.388
476,0.270
477,0.312
478,0.360
479,0.345
480,0.366
481,0.322
482,0.355
483,0.543
484,0.284
485,0.343
486,0.254
487,0.576
488,0.361
489,0.392
490,0.495
491,0.376
492,0.326
493,0.336
494,0.449
495,0.322
496,0.302
497,0.365
498,0.316
499,0.403
500,0.374
501,0.304
502,0.184
503,0.202
504,0.159
505,0.231
506,0.388
507,0.267
508,0.239
509,0.164
510,0.209
511,0.201
512,0.300
513,0.214
514,0.208
515,0.210
516,0.216
517,0.215
518,0.252
519,0.244
520,0.247
521,0.244
522,0.272
523,0.286
524,0.250
525,0.259
526,0.297
527,0.255
528,0.291
529,0.204
530,0.309
531,0.293
532,0.288
533,0.278
534,0.262
535,0.222
536,0.256
537,0.216
538,0.197
539,0.282
540,0.287
541,0.193
542,0.226
543,0.271
544,0.265
545,0.171
546,0.256
547,0.311
548,0.302
549,0.192
550,0.236
551,0.238
552,0.210
553,0.278
554,0.228
555,0.221
556,0.275
557,0.241
558,0.297
559,0.214
560,0.252
561,0.216
562,0.230
563,0.199
564,0.213
565,0.259
566,0.263
567,0.320
568,0.211
569,0.241
570,0.199
571,0.301
572,0.207
573,0.237
574,0.193
575,0.189
576,0.223
577,0.198
578,0.288
579,0.214
580,0.284
581,0.209
582,0.297
583,0.277
584,0.263
585,0.240
586,0.267
587,0.242
588,0.232
589,0.266
590,0.275
591,0.253
592,0.280
593,0.354
594,0.241
595,0.195
596,0.216
597,0.202
598,0.326
599,0.197
600,0.415
601,0.282
602,0.244
603,0.223
604,0.221
605,0.208
606,0.264
607,0.216
608,0.218
609,0.216
610,0.289
611,0.287
612,0.260
613,0.206
614,0.291
615,0.303
616,0.195
617,0.225
618,0.309
619,0.212
620,0.250
621,0.166
622,0.232
623,0.303
624,0.209
625,0.234
626,0.218
627,0.233
628,0.211
629,0.211
630,0.211
631,0.183
632,0.258
633,0.226
634,0.190
635,0.231
636,0.243
637,0.242
638,0.264
639,0.255
640,0.237
641,0.216
642,0.367
643,0.280
644,0.192
645,0.265
646,0.275
647,0.246
648,0.232
649,0.224
650,0.288
651,0.215
652,0.282
653,0.234
654,0.272
655,0.267
656,0.178
657,0.204
658,0.281
659,0.250
660,0.238
661,0.212
662,0.168
663,0.196
664,0.219
665,0.220
666,0.262
667,0.331
668,0.196
669,0.241
670,0.360
671,0.262
672,0.275
673,0.226
674,0.290
675,0.303
676,0.237
677,0.240
678,0.318
679,0.265
680,0.249
681,0.216
682,0.300
683,0.224
684,0.297
685,0.214
686,0.290
687,0.282
688,0.192
689,0.197
690,0.358
691,0.261
692,0.263
693,0.249
694,0.288
695,0.209
696,0.333
697,0.303
698,0.170
699,0.212
700,0.233
701,0.246
702,0.326
703,0.254
704,0.243
705,0.309
706,0.204
707,0.237
708,0.238
709,0.346
710,0.321
711,0.292
712,0.218
713,0.235
714,0.301
715,0.194
716,0.372
717,0.253
718,0.249
719,0.231
720,0.284
721,0.266
722,0.192
723,0.227
724,0.272
725,0.214
726,0.257
727,0.297
728,0.244
729,0.226
730,0.354
731,0.159
732,0.256
733,0.229
734,0.199
735,0.326
736,0.367
737,0.251
738,0.200
739,0.346
740,0.259
741,0.241
742,0.263
743,0.304
744,0.238
745,0.296
746,0.262
747,0.430
748,0.301
749,0.207
750,0.223
751,0.176
752,0.371
753,0.322
754,0.167
755,0.254
756,0.270
757,0.286
758,0.284
759,0.209
760,0.382
761,0.299
762,0.314
763,0.231
764,0.228
765,0.192
766,0.192
767,0.358
768,0.209
769,0.252
770,0.338
771,0.177
772,0.240
773,0.267
774,0.257
775,0.318
776,0.300
777,0.209
778,0.221
779,0.270
780,0.324
781,0.233
782,0.228
783,0.244
784,0.289
785,0.187
786,0.374
787,0.166
788,0.275
789,0.249
790,0.361
791,0.214
792,0.298
793,0.148
794,0.333
795,0.231
796,0.257
797,0.272
798,0.206
799,0.220
800,0.273
801,0.256
802,0.267
803,0.208
804,0.265
805,0.284
806,0.231
807,0.285
808,0.322
809,0.186
810,0.331
811,0.253
812,0.186
813,0.232
814,0.225
815,0.317
816,0.212
817,0.303
818,0.202
819,0.246
820,0.272
821,0.290
822,0.198
823,0.266
824,0.254
825,0.192
826,0.230
827,0.268
828,0.331
829,0.284
830,0.185
831,0.215
832,0.214
833,0.274
834,0.229
835,0.237
836,0.189
837,0.269
838,0.251
839,0.278
840,0.254
841,0.189
842,0.309
843,0.223
844,0.254
845,0.229
846,0.210
847,0.226
848,0.221
849,0.262
850,0.301
851,0.251
852,0.242
853,0.281
854,0.303
855,0.265
856,0.301
857,0.237
858,0.313
859,0.397
860,0.311
861,0.308
862,0.293
863,0.263
864,0.336
865,0.247
866,0.328
867,0.351
868,0.202
869,0.199
870,0.290
871,0.233
872,0.309
873,0.261
874,0.232
875,0.242
876,0.189
877,0.242
878,0.331
879,0.274
880,0.233
881,0.234
882,0.223
883,0.260
884,0.272
885,0.242
886,0.264
887,0.293
888,0.256
889,0.214
890,0.293
891,0.218
892,0.267
893,0.188
894,0.278
895,0.314
896,0.204
897,0.269
898,0.313
899,0.221
900,0.238
901,0.223
902,0.221
903,0.224
904,0.170
905,0.315
906,0.186
907,0.223
908,0.176
909,0.275
910,0.208
911,0.306
912,0.272
913,0.264
914,0.276
915,0.372
916,0.229
917,0.250
918,0.271
919,0.218
920,0.301
921,0.170
922,0.242
923,0.317
924,0.259
925,0.255
926,0.219
927,0.201
928,0.248
929,0.259
930,0.262
931,0.267
932,0.346
933,0.244
934,0.276
935,0.295
936,0.232
937,0.217
938,0.281
939,0.242
940,0.259
941,0.273
942,0.305
943,0.234
944,0.253
945,0.244
946,0.196
947,0.251
948,0.312
949,0.278
950,0.331
951,0.338
952,0.228
953,0.247
954,0.303
955,0.247
956,0.222
957,0.250
958,0.245
959,0.222
960,0.262
961,0.313
962,0.198
963,0.247
964,0.241
965,0.249
966,0.200
967,0.274
968,0.190
969,0.301
970,0.208
971,0.383
972,0.297
973,0.256
974,0.208
975,0.215
976,0.255
977,0.241
978,0.293
979,0.217
980,0.271
981,0.259
982,0.288
983,0.361
984,0.261
985,0.192
986,0.275
987,0.224
988,0.169
989,0.363
990,0.189
991,0.214
992,0.312
993,0.277
994,0.172
995,0.321
996,0.220
997,0.265
998,0.274
999,0.235
1000,0.207
